Line,Route,Direction,Municipality,On Street,At Street,Time Point - Description,Stop ID/Stop Num
56,56,Outbound,ELIZABETH,EDGAR RD,SOUTH ELMORA AVE,ELIZABETH - EDGAR RD at SOUTH ELMORA AVE,28593
56,56,Outbound,ELIZABETH,EDGAR RD,KENNETH AVE,ELIZABETH - EDGAR RD at KENNETH AVE,28594
56,56,Outbound,ELIZABETH,RAHWAY AVE,SOUTH BROAD ST,ELIZABETH - RAHWAY AVE at SOUTH BROAD ST,28753
56,56,Inbound,ELIZABETH,SOUTH BROAD ST,PEARL ST EXIT,ELIZABETH - SOUTH BROAD ST at PEARL ST EXIT,28780
56,56,Inbound,ELIZABETH,WASHINGTON AVE,GROVE ST,ELIZABETH - WASHINGTON AVE at GROVE ST,28810
56,56,Inbound,ELIZABETH,WASHINGTON AVE,SOUTH ST,ELIZABETH - WASHINGTON AVE at SOUTH ST,28811
56,56,Outbound,ELIZABETH,WASHINGTON AVE,SOUTH ST,ELIZABETH - WASHINGTON AVE at SOUTH ST,28814
56,56,Outbound,ELIZABETH,WASHINGTON AVE,GROVE ST,ELIZABETH - WASHINGTON AVE at GROVE ST,28815
56,56,Inbound,LINDEN,EDGAR RD,CLINTON ST,LINDEN - EDGAR RD at CLINTON ST,29006
56,56,Inbound,LINDEN,EDGAR RD,WOODLAWN AVE,LINDEN - EDGAR RD at WOODLAWN AVE,29007
56,56,Inbound,LINDEN,EDGAR RD,WEST BROOK DR,LINDEN - EDGAR RD at WEST BROOK DR,29008
56,56,Inbound,LINDEN,EDGAR RD,WEST BROOK DR. (1050' N ),LINDEN - EDGAR RD at WEST BROOK DR. (1050' N ),29009
56,56,Inbound,LINDEN,EDGAR RD,WILLOW GLADE RD. (600' N ),LINDEN - EDGAR RD at WILLOW GLADE RD. (600' N ),29010
56,56,Inbound,LINDEN,EDGAR RD,GILCHRIST AVE,LINDEN - EDGAR RD at GILCHRIST AVE,29011
56,56,Outbound,LINDEN,EDGAR RD,BACHELLER AVE,LINDEN - EDGAR RD at BACHELLER AVE,29013
56,56,Outbound,LINDEN,EDGAR RD,GILCHRIST AVE,LINDEN - EDGAR RD at GILCHRIST AVE,29015
56,56,Outbound,LINDEN,EDGAR RD,WILLOW GLADE RD. (700' N ),LINDEN - EDGAR RD at WILLOW GLADE RD. (700' N ),29016
56,56,Outbound,LINDEN,EDGAR RD,INDUSTRIAL LANE,LINDEN - EDGAR RD at INDUSTRIAL LANE,29017
56,56,Outbound,LINDEN,EDGAR RD,CLINTON ST,LINDEN - EDGAR RD at CLINTON ST,29018
56,56,Inbound,LINDEN,NORTH WOOD AVE,ROSEWOOD TER,LINDEN - NORTH WOOD AVE at ROSEWOOD TER,29048
56,56,Inbound,LINDEN,NORTH WOOD AVE,ROSEWOOD TER,LINDEN - NORTH WOOD AVE at ROSEWOOD TER,29048
56,56,Inbound,LINDEN,NORTH WOOD AVE,MELROSE TER,LINDEN - NORTH WOOD AVE at MELROSE TER,29049
56,56,Inbound,LINDEN,NORTH WOOD AVE,PRINCETON RD,LINDEN - NORTH WOOD AVE at PRINCETON RD,29050
56,56,Inbound,LINDEN,RARITAN RD,BRADBURY AVE,LINDEN - RARITAN RD at BRADBURY AVE,29051
56,56,Inbound,LINDEN,RARITAN RD,BRADBURY AVE,LINDEN - RARITAN RD at BRADBURY AVE,29051
56,56,Inbound,LINDEN,RARITAN RD,HIGHLAND AVE,LINDEN - RARITAN RD at HIGHLAND AVE,29052
56,56,Inbound,LINDEN,RARITAN RD,SUMMIT TER,LINDEN - RARITAN RD at SUMMIT TER,29053
56,56,Inbound,LINDEN,RARITAN RD,FURBER AVE,LINDEN - RARITAN RD at FURBER AVE,29054
56,56,Outbound,LINDEN,RARITAN RD,FURBER AVE,LINDEN - RARITAN RD at FURBER AVE,29055
56,56,Outbound,LINDEN,WOOD AVE,EDGAR RD. (250' N ),LINDEN - WOOD AVE at EDGAR RD. (250' N ),29098
56,56,Outbound,LINDEN,WOOD AVE,WOOD PL,LINDEN - WOOD AVE at WOOD PL,29099
56,56,Outbound,LINDEN,WOOD AVE,MORRIS AVE,LINDEN - WOOD AVE at MORRIS AVE,29100
56,56,Outbound,LINDEN,WOOD AVE,BLANCKE ST,LINDEN - WOOD AVE at BLANCKE ST,29102
56,56,Outbound,LINDEN,WOOD AVE,ELM ST,LINDEN - WOOD AVE at ELM ST,29103
56,56,Outbound,LINDEN,WOOD AVE,HENRY ST,LINDEN - WOOD AVE at HENRY ST,29104
56,56,Outbound,LINDEN,WOOD AVE,CURTIS ST,LINDEN - WOOD AVE at CURTIS ST,29105
56,56,Inbound,LINDEN,WOOD AVE,5TH AVE,LINDEN - WOOD AVE at 5TH AVE,29107
56,56,Inbound,LINDEN,WOOD AVE,DRAPKIN AVE,LINDEN - WOOD AVE at DRAPKIN AVE,29108
56,56,Inbound,LINDEN,WOOD AVE,CURTIS ST,LINDEN - WOOD AVE at CURTIS ST,29110
56,56,Inbound,LINDEN,WOOD AVE,ELM ST,LINDEN - WOOD AVE at ELM ST,29111
56,56,Inbound,LINDEN,WOOD AVE,KNOPFE ST (65' S ),LINDEN - WOOD AVE at KNOPFE ST (65' S ),29112
56,56,Inbound,LINDEN,WOOD AVE,ELIZABETH AVE,LINDEN - WOOD AVE at ELIZABETH AVE,29113
56,56,Inbound,LINDEN,WOOD AVE,MORRIS AVE,LINDEN - WOOD AVE at MORRIS AVE,29115
56,56,Inbound,LINDEN,WOOD AVE,STIMPSON AVE,LINDEN - WOOD AVE at STIMPSON AVE,29116
56,56,Outbound,ROSELLE,WOOD AVE,UNCAS AVE,ROSELLE - WOOD AVE at UNCAS AVE,29493
56,56,Outbound,ROSELLE,WOOD AVE,WOODSIDE AVE,ROSELLE - WOOD AVE at WOODSIDE AVE,29494
56,56,Outbound,ROSELLE,WOOD AVE,BROOKLAWN AVE,ROSELLE - WOOD AVE at BROOKLAWN AVE,29495
56,56,Outbound,ROSELLE,WOOD AVE,RARITAN RD,ROSELLE - WOOD AVE at RARITAN RD,29496
56,56,Outbound,ROSELLE,WOOD AVE,6TH AVE,ROSELLE - WOOD AVE at 6TH AVE,29497
56,56,Outbound,ROSELLE,WOOD AVE,TRINITY PL,ROSELLE - WOOD AVE at TRINITY PL,29498
56,56,Outbound,WINFIELD TWP,WAVECREST AVE,SPRAY TERRACE,WINFIELD TWP - WAVECREST AVE at SPRAY TERRACE,29975
56,56,Outbound,WINFIELD TWP,WAVECREST AVE,BOB WILSON PL,WINFIELD TWP - WAVECREST AVE at BOB WILSON PL,29979
56,56,Outbound,WINFIELD TWP,WAVECREST AVE,RIVERVIEW TER,WINFIELD TWP - WAVECREST AVE at RIVERVIEW TER,29981
56,56,Outbound,WINFIELD TWP,SEAFOAM AVE,JOHN VELTHOVEN TER,WINFIELD TWP - SEAFOAM AVE at JOHN VELTHOVEN TER,29983
56,56,Outbound,ROSELLE,WOOD AVE,CEDAR LANE,ROSELLE - WOOD AVE at CEDAR LANE,30143
56,56,Outbound,ROSELLE,WOOD AVE,CEDAR LANE,ROSELLE - WOOD AVE at CEDAR LANE,30143
56,56,Inbound,LINDEN,WOOD AVE,GESNER ST,LINDEN - WOOD AVE at GESNER ST,30599
56,56,Inbound,LINDEN,WOOD AVE,WOOD PLACE,LINDEN - WOOD AVE at WOOD PLACE,32682
56,56,Inbound,LINDEN,EDGAR RD,BACHELLER AVE,LINDEN - EDGAR RD at BACHELLER AVE,29124
56,56,Inbound,CRANFORD TWP,COMMERCE DR,MYRTLE ST,CRANFORD TWP - COMMERCE DR at MYRTLE ST,28505
56,56,Outbound,CRANFORD TWP,COMMERCE DR,MYRTLE ST,CRANFORD TWP - COMMERCE DR at MYRTLE ST,28506
56,56,Inbound,ELIZABETH,BROAD ST,EAST JERSEY ST (300' N ),ELIZABETH - BROAD ST at EAST JERSEY ST (300' N ),28544
56,56,Outbound,ELIZABETH,BROAD ST,WEST JERSEY ST,ELIZABETH - BROAD ST at WEST JERSEY ST,28549
56,56,Inbound,ELIZABETH,WASHINGTON AVE,PEARL ST,ELIZABETH - WASHINGTON AVE at PEARL ST,28812
56,56,Outbound,ELIZABETH,WASHINGTON AVE,PEARL ST,ELIZABETH - WASHINGTON AVE at PEARL ST,28813
56,56,Inbound,LINDEN,EDGAR RD,PARK AVE,LINDEN - EDGAR RD at PARK AVE,29012
56,56,Outbound,LINDEN,EDGAR RD,PARK AVE,LINDEN - EDGAR RD at PARK AVE,29014
56,56,Outbound,LINDEN,WOOD AVE,ELIZABETH AVE,LINDEN - WOOD AVE at ELIZABETH AVE,29101
56,56,Outbound,LINDEN,WOOD AVE,GESNER ST,LINDEN - WOOD AVE at GESNER ST,29106
56,56,Inbound,LINDEN,WOOD AVE,SAINT GEORGES AVE,LINDEN - WOOD AVE at SAINT GEORGES AVE,29109
56,56,Inbound,LINDEN,WOOD AVE,PENN RAILROAD AVE,LINDEN - WOOD AVE at PENN RAILROAD AVE,29114
56,56,Inbound,WINFIELD TWP,WAVECREST AVE,SEAFOAM AVE,WINFIELD TWP - WAVECREST AVE at SEAFOAM AVE,29987
56,56,Outbound,WINFIELD TWP,WAVECREST AVE,SEAFOAM AVE,WINFIELD TWP - WAVECREST AVE at SEAFOAM AVE,29987
57,57,Inbound,ELIZABETH,BROAD ST,ELIZABETH AVE,ELIZABETH - BROAD ST at ELIZABETH AVE,28542
57,57,Inbound,ELIZABETH,BROAD ST,CALDWELL PL,ELIZABETH - BROAD ST at CALDWELL PL,28543
57,57,Outbound,ELIZABETH,BROAD ST,DICKINSON ST,ELIZABETH - BROAD ST at DICKINSON ST,28550
57,57,Inbound,ELIZABETH,EDGAR RD,GIBBONS CT,ELIZABETH - EDGAR RD at GIBBONS CT,28589
57,57,Inbound,ELIZABETH,EDGAR RD,GARDEN ST,ELIZABETH - EDGAR RD at GARDEN ST,28590
57,57,Inbound,ELIZABETH,EDGAR RD,LIDGERWOOD AVE,ELIZABETH - EDGAR RD at LIDGERWOOD AVE,28591
57,57,Inbound,ELIZABETH,LIDGERWOOD AVE,SOUTH ELMORA AVE,ELIZABETH - LIDGERWOOD AVE at SOUTH ELMORA AVE,28667
57,57,Outbound,ELIZABETH,LIDGERWOOD AVE,STEWART PL,ELIZABETH - LIDGERWOOD AVE at STEWART PL,28668
57,57,Outbound,ELIZABETH,LIDGERWOOD AVE,ROSEHILL PL,ELIZABETH - LIDGERWOOD AVE at ROSEHILL PL,28669
57,57,Outbound,ELIZABETH,RAHWAY AVE,SOUTH BROAD ST,ELIZABETH - RAHWAY AVE at SOUTH BROAD ST,28753
57,57,Inbound,ELIZABETH,SOUTH BROAD ST,PEARL ST EXIT,ELIZABETH - SOUTH BROAD ST at PEARL ST EXIT,28780
57,57,Inbound,ELIZABETH,WASHINGTON AVE,GROVE ST,ELIZABETH - WASHINGTON AVE at GROVE ST,28810
57,57,Inbound,ELIZABETH,WASHINGTON AVE,SOUTH ST,ELIZABETH - WASHINGTON AVE at SOUTH ST,28811
57,57,Outbound,ELIZABETH,WASHINGTON AVE,SOUTH ST,ELIZABETH - WASHINGTON AVE at SOUTH ST,28814
57,57,Outbound,ELIZABETH,WASHINGTON AVE,GROVE ST,ELIZABETH - WASHINGTON AVE at GROVE ST,28815
57,57,Outbound,LINDEN,20TH ST,WOOD AVE,LINDEN - 20TH ST at WOOD AVE,29004
57,57,Inbound,LINDEN,ELIZABETH AVE,MAPLE AVE,LINDEN - ELIZABETH AVE at MAPLE AVE,29022
57,57,Inbound,LINDEN,ELIZABETH AVE,ROSELLE ST,LINDEN - ELIZABETH AVE at ROSELLE ST,29023
57,57,Inbound,LINDEN,ELIZABETH AVE,BOWERS ST,LINDEN - ELIZABETH AVE at BOWERS ST,29024
57,57,Inbound,LINDEN,ELIZABETH AVE,LINCOLN ST,LINDEN - ELIZABETH AVE at LINCOLN ST,29025
57,57,Inbound,LINDEN,ELIZABETH AVE,W. BALTIMORE AVE,LINDEN - ELIZABETH AVE at W. BALTIMORE AVE,29026
57,57,Inbound,LINDEN,ELIZABETH AVE,ST. MARKS ST,LINDEN - ELIZABETH AVE at ST. MARKS ST,29027
57,57,Inbound,LINDEN,ELIZABETH AVE,SHERMAN ST,LINDEN - ELIZABETH AVE at SHERMAN ST,29028
57,57,Inbound,LINDEN,ELIZABETH AVE,MCKINLEY ST,LINDEN - ELIZABETH AVE at MCKINLEY ST,29029
57,57,Inbound,LINDEN,ELIZABETH AVE,PARK AVE,LINDEN - ELIZABETH AVE at PARK AVE,29030
57,57,Outbound,LINDEN,ELIZABETH AVE,PARK AVE,LINDEN - ELIZABETH AVE at PARK AVE,29031
57,57,Outbound,LINDEN,ELIZABETH AVE,MCKINLEY ST,LINDEN - ELIZABETH AVE at MCKINLEY ST,29032
57,57,Outbound,LINDEN,ELIZABETH AVE,SHERMAN ST,LINDEN - ELIZABETH AVE at SHERMAN ST,29033
57,57,Outbound,LINDEN,ELIZABETH AVE,ST. MARKS ST,LINDEN - ELIZABETH AVE at ST. MARKS ST,29034
57,57,Outbound,LINDEN,ELIZABETH AVE,W. BALTIMORE AVE,LINDEN - ELIZABETH AVE at W. BALTIMORE AVE,29035
57,57,Outbound,LINDEN,ELIZABETH AVE,LINCOLN ST,LINDEN - ELIZABETH AVE at LINCOLN ST,29036
57,57,Outbound,LINDEN,ELIZABETH AVE,ROSELLE ST,LINDEN - ELIZABETH AVE at ROSELLE ST,29037
57,57,Outbound,LINDEN,ELIZABETH AVE,MAPLE AVE,LINDEN - ELIZABETH AVE at MAPLE AVE,29038
57,57,Inbound,LINDEN,E. LINDEN AVE,URBANOWITZ AVE,LINDEN - E. LINDEN AVE at URBANOWITZ AVE,29042
57,57,Outbound,LINDEN,LOWER RD,TREMLEY POINT RD,LINDEN - LOWER RD at TREMLEY POINT RD,29045
57,57,Outbound,LINDEN,LOWER RD,PARKWAY AVE,LINDEN - LOWER RD at PARKWAY AVE,29046
57,57,Outbound,LINDEN,LOWER RD,AVE. C (450' N ),LINDEN - LOWER RD at AVE. C (450' N ),29047
57,57,Inbound,LINDEN,WOOD AVE,20TH ST,LINDEN - WOOD AVE at 20TH ST,29095
57,57,Inbound,LINDEN,WOOD AVE,12TH ST,LINDEN - WOOD AVE at 12TH ST,29097
57,57,Inbound,LINDEN,WOOD AVE,EDGAR RD. (250' N ),LINDEN - WOOD AVE at EDGAR RD. (250' N ),29098
57,57,Inbound,LINDEN,WOOD AVE,WOOD PL,LINDEN - WOOD AVE at WOOD PL,29099
57,57,Inbound,LINDEN,WOOD AVE,MORRIS AVE,LINDEN - WOOD AVE at MORRIS AVE,29100
57,57,Outbound,LINDEN,WOOD AVE,ELIZABETH AVE,LINDEN - WOOD AVE at ELIZABETH AVE,29113
57,57,Outbound,LINDEN,WOOD AVE,MORRIS AVE,LINDEN - WOOD AVE at MORRIS AVE,29115
57,57,Outbound,LINDEN,WOOD AVE,STIMPSON AVE,LINDEN - WOOD AVE at STIMPSON AVE,29116
57,57,Outbound,LINDEN,WOOD AVE,11TH ST,LINDEN - WOOD AVE at 11TH ST,29118
57,57,Outbound,LINDEN,WOOD AVE,17TH ST,LINDEN - WOOD AVE at 17TH ST,29120
57,57,Outbound,LINDEN,WOOD AVE,WOOD PLACE,LINDEN - WOOD AVE at WOOD PLACE,32682
57,57,Outbound,LINDEN,LINDEN AVE,ASHTON AVE (150' S ),LINDEN - LINDEN AVE at ASHTON AVE (150' S ),29125
57,57,Inbound,ELIZABETH,BROAD ST,EAST JERSEY ST (300' N ),ELIZABETH - BROAD ST at EAST JERSEY ST (300' N ),28544
57,57,Outbound,ELIZABETH,BROAD ST,WEST JERSEY ST,ELIZABETH - BROAD ST at WEST JERSEY ST,28549
57,57,Inbound,ELIZABETH,LIDGERWOOD AVE,SPOFFORD AVE,ELIZABETH - LIDGERWOOD AVE at SPOFFORD AVE,28666
57,57,Outbound,ELIZABETH,LIDGERWOOD AVE,SPOFFORD AVE,ELIZABETH - LIDGERWOOD AVE at SPOFFORD AVE,28670
57,57,Inbound,ELIZABETH,WASHINGTON AVE,PEARL ST,ELIZABETH - WASHINGTON AVE at PEARL ST,28812
57,57,Outbound,ELIZABETH,WASHINGTON AVE,PEARL ST,ELIZABETH - WASHINGTON AVE at PEARL ST,28813
57,57,Inbound,LINDEN,LINDEN PLAZA SHOPPING CENTER,SUPERMARKET STOP,LINDEN - LINDEN PLAZA SHOPPING CENTER at SUPERMARKET STOP,29043
57,57,Outbound,LINDEN,LINDEN PLAZA SHOPPING CENTER,SUPERMARKET STOP,LINDEN - LINDEN PLAZA SHOPPING CENTER at SUPERMARKET STOP,29043
57,57,Inbound,LINDEN,SOUTH STILES,WEST 15TH (294' W ),LINDEN - SOUTH STILES at WEST 15TH (294' W ),29093
57,57,Inbound,LINDEN,WOOD AVE,15TH ST,LINDEN - WOOD AVE at 15TH ST,29096
57,57,Inbound,LINDEN,WOOD AVE,ELIZABETH AVE,LINDEN - WOOD AVE at ELIZABETH AVE,29101
57,57,Outbound,LINDEN,WOOD AVE,PENN RAILROAD AVE,LINDEN - WOOD AVE at PENN RAILROAD AVE,29114
57,57,Outbound,LINDEN,WOOD AVE,15TH ST,LINDEN - WOOD AVE at 15TH ST,29119
58,58,Outbound,ELIZABETH,BAYWAY AVE,TRENTON AVE,ELIZABETH - BAYWAY AVE at TRENTON AVE,28528
58,58,Outbound,ELIZABETH,BAYWAY AVE,CLARKSON AVE,ELIZABETH - BAYWAY AVE at CLARKSON AVE,28531
58,58,Outbound,ELIZABETH,BAYWAY AVE,MAPLE AVE,ELIZABETH - BAYWAY AVE at MAPLE AVE,28532
58,58,Inbound,ELIZABETH,BAYWAY AVE,OGDEN ST,ELIZABETH - BAYWAY AVE at OGDEN ST,28537
58,58,Outbound,ELIZABETH,BROAD ST,ELIZABETH AVE,ELIZABETH - BROAD ST at ELIZABETH AVE,28542
58,58,Outbound,ELIZABETH,BROAD ST,CALDWELL PL,ELIZABETH - BROAD ST at CALDWELL PL,28543
58,58,Outbound,ELIZABETH,BROAD ST,EAST GRAND ST,ELIZABETH - BROAD ST at EAST GRAND ST,28545
58,58,Inbound,ELIZABETH,BROAD ST,DICKINSON ST,ELIZABETH - BROAD ST at DICKINSON ST,28550
58,58,Outbound,ELIZABETH,CLARKSON AVE,CARTERET ST,ELIZABETH - CLARKSON AVE at CARTERET ST,28553
58,58,Inbound,ELIZABETH,MORRIS AVE,WESTFIELD AVE,ELIZABETH - MORRIS AVE at WESTFIELD AVE,28700
58,58,Outbound,ELIZABETH,SOUTH BROAD ST,SUMMER ST,ELIZABETH - SOUTH BROAD ST at SUMMER ST,28775
58,58,Outbound,ELIZABETH,SOUTH BROAD ST,GARDEN ST,ELIZABETH - SOUTH BROAD ST at GARDEN ST,28776
58,58,Outbound,ELIZABETH,SOUTH BROAD ST,GROVE ST,ELIZABETH - SOUTH BROAD ST at GROVE ST,28777
58,58,Outbound,ELIZABETH,SOUTH BROAD ST,SOUTH ST,ELIZABETH - SOUTH BROAD ST at SOUTH ST,28778
58,58,Outbound,ELIZABETH,SOUTH BROAD ST,PEARL ST EXIT,ELIZABETH - SOUTH BROAD ST at PEARL ST EXIT,28780
58,58,Inbound,ELIZABETH,SOUTH BROAD ST,RAHWAY AVE,ELIZABETH - SOUTH BROAD ST at RAHWAY AVE,28781
58,58,Inbound,ELIZABETH,SOUTH BROAD ST,SOUTH ST,ELIZABETH - SOUTH BROAD ST at SOUTH ST,28783
58,58,Inbound,ELIZABETH,SOUTH BROAD ST,GROVE ST,ELIZABETH - SOUTH BROAD ST at GROVE ST,28784
58,58,Inbound,ELIZABETH,SOUTH BROAD ST,GARDEN ST,ELIZABETH - SOUTH BROAD ST at GARDEN ST,28785
58,58,Inbound,ELIZABETH,SOUTH BROAD ST,SUMMER ST,ELIZABETH - SOUTH BROAD ST at SUMMER ST,28786
58,58,Inbound,ELIZABETH,WESTFIELD AVE,COLONIA RD,ELIZABETH - WESTFIELD AVE at COLONIA RD,28817
58,58,Inbound,ELIZABETH,WESTFIELD AVE,SPRINGFIELD RD,ELIZABETH - WESTFIELD AVE at SPRINGFIELD RD,28818
58,58,Inbound,ELIZABETH,WESTFIELD AVE,STILES ST,ELIZABETH - WESTFIELD AVE at STILES ST,28820
58,58,Inbound,ELIZABETH,WESTFIELD AVE,MAGIE AVE,ELIZABETH - WESTFIELD AVE at MAGIE AVE,28821
58,58,Inbound,ELIZABETH,WESTFIELD AVE,CHILTON ST,ELIZABETH - WESTFIELD AVE at CHILTON ST,28822
58,58,Inbound,ELIZABETH,WESTFIELD AVE,CHERRY ST,ELIZABETH - WESTFIELD AVE at CHERRY ST,28823
58,58,Inbound,ELIZABETH,WESTFIELD AVE,LOWDEN ST,ELIZABETH - WESTFIELD AVE at LOWDEN ST,28824
58,58,Outbound,ELIZABETH,WESTFIELD AVE,MORRIS AVE,ELIZABETH - WESTFIELD AVE at MORRIS AVE,28825
58,58,Outbound,ELIZABETH,WESTFIELD AVE,LOWDEN ST,ELIZABETH - WESTFIELD AVE at LOWDEN ST,28826
58,58,Outbound,ELIZABETH,WESTFIELD AVE,CHERRY ST,ELIZABETH - WESTFIELD AVE at CHERRY ST,28827
58,58,Outbound,ELIZABETH,WESTFIELD AVE,CHILTON ST,ELIZABETH - WESTFIELD AVE at CHILTON ST,28828
58,58,Outbound,ELIZABETH,WESTFIELD AVE,MAGIE AVE,ELIZABETH - WESTFIELD AVE at MAGIE AVE,28829
58,58,Outbound,ELIZABETH,WESTFIELD AVE,STILES ST,ELIZABETH - WESTFIELD AVE at STILES ST,28830
58,58,Outbound,ELIZABETH,WESTFIELD AVE,SPRINGFIELD RD,ELIZABETH - WESTFIELD AVE at SPRINGFIELD RD,28832
58,58,Outbound,ELIZABETH,WESTFIELD AVE,COLONIA RD,ELIZABETH - WESTFIELD AVE at COLONIA RD,28833
58,58,Inbound,KENILWORTH,BOULEVARD,N. 12TH ST,KENILWORTH - BOULEVARD at N. 12TH ST,28971
58,58,Inbound,KENILWORTH,BOULEVARD,COOLIDGE DR,KENILWORTH - BOULEVARD at COOLIDGE DR,28972
58,58,Inbound,KENILWORTH,BOULEVARD,S. 23RD ST,KENILWORTH - BOULEVARD at S. 23RD ST,28974
58,58,Inbound,KENILWORTH,BOULEVARD,MICHIGAN AVE (60' W ),KENILWORTH - BOULEVARD at MICHIGAN AVE (60' W ),28975
58,58,Outbound,KENILWORTH,BOULEVARD,MICHIGAN AVE,KENILWORTH - BOULEVARD at MICHIGAN AVE,28976
58,58,Outbound,KENILWORTH,BOULEVARD,N. 23RD ST,KENILWORTH - BOULEVARD at N. 23RD ST,28977
58,58,Outbound,KENILWORTH,BOULEVARD,N. 19TH ST,KENILWORTH - BOULEVARD at N. 19TH ST,28979
58,58,Outbound,KENILWORTH,BOULEVARD,N. 14TH ST,KENILWORTH - BOULEVARD at N. 14TH ST,28980
58,58,Outbound,KENILWORTH,BOULEVARD,N. 12TH ST,KENILWORTH - BOULEVARD at N. 12TH ST,28981
58,58,Outbound,KENILWORTH,BOULEVARD,N. 7TH ST,KENILWORTH - BOULEVARD at N. 7TH ST,28983
58,58,Outbound,KENILWORTH,MICHIGAN AVE,LEXINGTON AVE,KENILWORTH - MICHIGAN AVE at LEXINGTON AVE,28984
58,58,Outbound,KENILWORTH,MICHIGAN AVE,FAIRFIELD AVE,KENILWORTH - MICHIGAN AVE at FAIRFIELD AVE,28985
58,58,Outbound,KENILWORTH,MICHIGAN AVE,VERNON AVE,KENILWORTH - MICHIGAN AVE at VERNON AVE,28986
58,58,Outbound,KENILWORTH,MICHIGAN AVE,SUMMIT AVE,KENILWORTH - MICHIGAN AVE at SUMMIT AVE,28987
58,58,Outbound,KENILWORTH,MICHIGAN AVE,NEWARK AVE,KENILWORTH - MICHIGAN AVE at NEWARK AVE,28988
58,58,Outbound,KENILWORTH,MICHIGAN AVE,CLINTON AVE,KENILWORTH - MICHIGAN AVE at CLINTON AVE,28989
58,58,Inbound,KENILWORTH,MICHIGAN AVE,CLINTON AVE,KENILWORTH - MICHIGAN AVE at CLINTON AVE,28990
58,58,Inbound,KENILWORTH,MICHIGAN AVE,NEWARK AVE,KENILWORTH - MICHIGAN AVE at NEWARK AVE,28991
58,58,Inbound,KENILWORTH,MICHIGAN AVE,TRENTON AVE,KENILWORTH - MICHIGAN AVE at TRENTON AVE,28993
58,58,Inbound,KENILWORTH,MICHIGAN AVE,VERNON AVE,KENILWORTH - MICHIGAN AVE at VERNON AVE,28994
58,58,Inbound,KENILWORTH,MICHIGAN AVE,FAIRFIELD AVE,KENILWORTH - MICHIGAN AVE at FAIRFIELD AVE,28995
58,58,Inbound,KENILWORTH,MICHIGAN AVE,FAITOUTE AVE,KENILWORTH - MICHIGAN AVE at FAITOUTE AVE,28996
58,58,Outbound,KENILWORTH,MONROE AVE,N. 14TH ST,KENILWORTH - MONROE AVE at N. 14TH ST,28997
58,58,Outbound,KENILWORTH,MONROE AVE,N. 12TH ST,KENILWORTH - MONROE AVE at N. 12TH ST,28998
58,58,Outbound,KENILWORTH,MONROE AVE,N. 10TH ST,KENILWORTH - MONROE AVE at N. 10TH ST,28999
58,58,Outbound,KENILWORTH,N. 8TH ST,MONROE AVE,KENILWORTH - N. 8TH ST at MONROE AVE,29000
58,58,Outbound,KENILWORTH,N. 20TH ST,BOULEVARD,KENILWORTH - N. 20TH ST at BOULEVARD,29001
58,58,Outbound,KENILWORTH,N. 20TH ST,MONROE AVE,KENILWORTH - N. 20TH ST at MONROE AVE,29002
58,58,Inbound,ROSELLE PARK,WESTFIELD AVE,CHESTNUT ST,ROSELLE PARK - WESTFIELD AVE at CHESTNUT ST,29506
58,58,Inbound,ROSELLE PARK,WESTFIELD AVE,WALNUT ST,ROSELLE PARK - WESTFIELD AVE at WALNUT ST,29507
58,58,Inbound,ROSELLE PARK,WESTFIELD AVE,BERWYN ST,ROSELLE PARK - WESTFIELD AVE at BERWYN ST,29508
58,58,Inbound,ROSELLE PARK,WESTFIELD AVE,LINDEN RD,ROSELLE PARK - WESTFIELD AVE at LINDEN RD,29509
58,58,Outbound,ROSELLE PARK,WESTFIELD AVE,COLONIAL RD,ROSELLE PARK - WESTFIELD AVE at COLONIAL RD,29510
58,58,Outbound,ROSELLE PARK,WESTFIELD AVE,SHERMAN AVE,ROSELLE PARK - WESTFIELD AVE at SHERMAN AVE,29511
58,58,Outbound,ROSELLE PARK,WESTFIELD AVE,MAGIE AVE,ROSELLE PARK - WESTFIELD AVE at MAGIE AVE,29512
58,58,Outbound,ROSELLE PARK,WESTFIELD AVE,CHESTNUT ST,ROSELLE PARK - WESTFIELD AVE at CHESTNUT ST,29514
58,58,Outbound,ROSELLE PARK,WESTFIELD AVE,HAWTHORNE ST,ROSELLE PARK - WESTFIELD AVE at HAWTHORNE ST,29516
58,58,Outbound,ROSELLE PARK,FAITOUTE AVE,SEATON AVE,ROSELLE PARK - FAITOUTE AVE at SEATON AVE,29519
58,58,Outbound,ROSELLE PARK,FAITOUTE AVE,WEBSTER AVE,ROSELLE PARK - FAITOUTE AVE at WEBSTER AVE,29520
58,58,Outbound,ROSELLE PARK,FAITOUTE AVE,W COLFAX AVE,ROSELLE PARK - FAITOUTE AVE at W COLFAX AVE,29521
58,58,Inbound,ROSELLE PARK,FAITOUTE AVE,W COLFAX AVE,ROSELLE PARK - FAITOUTE AVE at W COLFAX AVE,29522
58,58,Inbound,ROSELLE PARK,FAITOUTE AVE,WEBSTER AVE,ROSELLE PARK - FAITOUTE AVE at WEBSTER AVE,29523
58,58,Inbound,ELIZABETH,CLARKSON AVE,RICHMOND STREET,ELIZABETH - CLARKSON AVE at RICHMOND STREET,30520
58,58,Inbound,ELIZABETH,CLIFTON ST,PULASKI ST,ELIZABETH - CLIFTON ST at PULASKI ST,28867
