Line,Route,Direction,Municipality,On Street,At Street,Time Point - Description,Stop ID/Stop Num
58,58,Outbound,CRANFORD TWP,UNION COUNTY COLLEGE,SPRINGFIELD AVE,CRANFORD TWP - UNION COUNTY COLLEGE at SPRINGFIELD AVE,28486
58,58,Inbound,CRANFORD TWP,UNION COUNTY COLLEGE,SPRINGFIELD AVE,CRANFORD TWP - UNION COUNTY COLLEGE at SPRINGFIELD AVE,28486
58,58,Outbound,ELIZABETH,BROAD ST,EAST JERSEY ST (300' N ),ELIZABETH - BROAD ST at EAST JERSEY ST (300' N ),28544
58,58,Inbound,ELIZABETH,BROAD ST,WEST JERSEY ST,ELIZABETH - BROAD ST at WEST JERSEY ST,28549
58,58,Inbound,ELIZABETH,CLARKSON AVE,CLIFTON ST,ELIZABETH - CLARKSON AVE at CLIFTON ST,28552
58,58,Inbound,ELIZABETH,CLARKSON AVE,CLIFTON ST,ELIZABETH - CLARKSON AVE at CLIFTON ST,28552
58,58,Outbound,ELIZABETH,SOUTH BROAD ST,DENTON ST,ELIZABETH - SOUTH BROAD ST at DENTON ST,28774
58,58,Outbound,ELIZABETH,SOUTH BROAD ST,PEARL ST ENTRANCE,ELIZABETH - SOUTH BROAD ST at PEARL ST ENTRANCE,28779
58,58,Inbound,ELIZABETH,SOUTH BROAD ST,PEARL ST ENTRANCE,ELIZABETH - SOUTH BROAD ST at PEARL ST ENTRANCE,28782
58,58,Inbound,ELIZABETH,SOUTH BROAD ST,DENTON ST,ELIZABETH - SOUTH BROAD ST at DENTON ST,28787
58,58,Inbound,ELIZABETH,WESTFIELD AVE,HIGHLAND AVE. (65' E ),ELIZABETH - WESTFIELD AVE at HIGHLAND AVE. (65' E ),28816
58,58,Inbound,ELIZABETH,WESTFIELD AVE,ELMORA AVE,ELIZABETH - WESTFIELD AVE at ELMORA AVE,28819
58,58,Outbound,ELIZABETH,WESTFIELD AVE,ELMORA AVE,ELIZABETH - WESTFIELD AVE at ELMORA AVE,28831
58,58,Outbound,ELIZABETH,WESTFIELD AVE,HILLSIDE RD,ELIZABETH - WESTFIELD AVE at HILLSIDE RD,28834
58,58,Outbound,ELIZABETH,ARNETT ST,SUMMER ST,ELIZABETH - ARNETT ST at SUMMER ST,28866
58,58,Outbound,ELIZABETH,ARNETT ST,SUMMER ST,ELIZABETH - ARNETT ST at SUMMER ST,28866
58,58,Outbound,ELIZABETH,BAYWAY,AMBOY AVE,ELIZABETH - BAYWAY at AMBOY AVE,28868
58,58,Inbound,ELIZABETH,BAYWAY,AMBOY AVE,ELIZABETH - BAYWAY at AMBOY AVE,28868
58,58,Inbound,KENILWORTH,BOULEVARD,COLUMBIA AVE,KENILWORTH - BOULEVARD at COLUMBIA AVE,28970
58,58,Outbound,KENILWORTH,BOULEVARD,COLUMBIA AVE,KENILWORTH - BOULEVARD at COLUMBIA AVE,28970
58,58,Inbound,KENILWORTH,BOULEVARD,S. 21ST ST,KENILWORTH - BOULEVARD at S. 21ST ST,28973
58,58,Outbound,KENILWORTH,BOULEVARD,N. 21ST ST,KENILWORTH - BOULEVARD at N. 21ST ST,28978
58,58,Outbound,KENILWORTH,BOULEVARD,N. 21ST ST,KENILWORTH - BOULEVARD at N. 21ST ST,28978
58,58,Outbound,KENILWORTH,BOULEVARD,N. 8TH ST,KENILWORTH - BOULEVARD at N. 8TH ST,28982
58,58,Inbound,ROSELLE PARK,WESTFIELD AVE,FAITOUTE AVE,ROSELLE PARK - WESTFIELD AVE at FAITOUTE AVE,29504
58,58,Inbound,ROSELLE PARK,WESTFIELD AVE,LOCUST ST,ROSELLE PARK - WESTFIELD AVE at LOCUST ST,29505
58,58,Outbound,ROSELLE PARK,WESTFIELD AVE,LOCUST ST,ROSELLE PARK - WESTFIELD AVE at LOCUST ST,29515
58,58,Outbound,ROSELLE PARK,WESTFIELD AVE,FAITOUTE AVE,ROSELLE PARK - WESTFIELD AVE at FAITOUTE AVE,29517
59,59,Inbound,NEWARK,BROAD ST,EAST KINNEY ST,NEWARK - BROAD ST at EAST KINNEY ST,18323
59,59,Inbound,NEWARK,BROAD ST,WALNUT ST,NEWARK - BROAD ST at WALNUT ST,18324
59,59,Inbound,NEWARK,BROAD ST,LAFAYETTE ST (183' N ),NEWARK - BROAD ST at LAFAYETTE ST (183' N ),18325
59,59,Inbound,NEWARK,BROAD ST,CLINTON ST,NEWARK - BROAD ST at CLINTON ST,18328
59,59,Outbound,NEWARK,BROAD ST,CENTRAL AVE,NEWARK - BROAD ST at CENTRAL AVE,18341
59,59,Outbound,NEWARK,BROAD ST,ACADEMY ST,NEWARK - BROAD ST at ACADEMY ST,18346
59,59,Outbound,NEWARK,BROAD ST,COURT ST,NEWARK - BROAD ST at COURT ST,18352
59,59,Inbound,NEWARK,CENTRAL AVE,HALSEY ST,NEWARK - CENTRAL AVE at HALSEY ST,18407
59,59,Inbound,NEWARK,CENTRAL AVE,WASHINGTON ST,NEWARK - CENTRAL AVE at WASHINGTON ST,18408
59,59,Inbound,NEWARK,CLINTON AVE,ASTOR ST,NEWARK - CLINTON AVE at ASTOR ST,18465
59,59,Inbound,NEWARK,CLINTON AVE,THOMAS ST,NEWARK - CLINTON AVE at THOMAS ST,18466
59,59,Outbound,NEWARK,CLINTON AVE,THOMAS ST,NEWARK - CLINTON AVE at THOMAS ST,18467
59,59,Outbound,NEWARK,CLINTON AVE,MURRAY ST,NEWARK - CLINTON AVE at MURRAY ST,18468
59,59,Inbound,NEWARK,ELIZABETH AVE,GRUMMAN AVE,NEWARK - ELIZABETH AVE at GRUMMAN AVE,18519
59,59,Inbound,NEWARK,ELIZABETH AVE,CHANCELLOR AVE,NEWARK - ELIZABETH AVE at CHANCELLOR AVE,18520
59,59,Inbound,NEWARK,ELIZABETH AVE,VASSAR AVE,NEWARK - ELIZABETH AVE at VASSAR AVE,18521
59,59,Inbound,NEWARK,ELIZABETH AVE,GOLDSMITH AVE,NEWARK - ELIZABETH AVE at GOLDSMITH AVE,18522
59,59,Inbound,NEWARK,ELIZABETH AVE,LYONS AVE,NEWARK - ELIZABETH AVE at LYONS AVE,18523
59,59,Inbound,NEWARK,ELIZABETH AVE,STENGEL AVE,NEWARK - ELIZABETH AVE at STENGEL AVE,18524
59,59,Inbound,NEWARK,ELIZABETH AVE,RENNER AVE,NEWARK - ELIZABETH AVE at RENNER AVE,18525
59,59,Inbound,NEWARK,ELIZABETH AVE,WATSON AVE,NEWARK - ELIZABETH AVE at WATSON AVE,18527
59,59,Inbound,NEWARK,ELIZABETH AVE,HAWTHORNE AVE,NEWARK - ELIZABETH AVE at HAWTHORNE AVE,18528
59,59,Inbound,NEWARK,ELIZABETH AVE,E PEDDIE ST,NEWARK - ELIZABETH AVE at E PEDDIE ST,18529
59,59,Inbound,NEWARK,ELIZABETH AVE,E RUNYON ST,NEWARK - ELIZABETH AVE at E RUNYON ST,18530
59,59,Inbound,NEWARK,ELIZABETH AVE,E ALPINE ST,NEWARK - ELIZABETH AVE at E ALPINE ST,18532
59,59,Inbound,NEWARK,ELIZABETH AVE,POINIER ST,NEWARK - ELIZABETH AVE at POINIER ST,18533
59,59,Inbound,NEWARK,ELIZABETH AVE,WRIGHT ST (164' S ),NEWARK - ELIZABETH AVE at WRIGHT ST (164' S ),18534
59,59,Outbound,NEWARK,ELIZABETH AVE,CLINTON AVE,NEWARK - ELIZABETH AVE at CLINTON AVE,18535
59,59,Outbound,NEWARK,ELIZABETH AVE,POINIER ST,NEWARK - ELIZABETH AVE at POINIER ST,18536
59,59,Outbound,NEWARK,ELIZABETH AVE,W ALPINE ST,NEWARK - ELIZABETH AVE at W ALPINE ST,18537
59,59,Outbound,NEWARK,ELIZABETH AVE,W BIGELOW ST,NEWARK - ELIZABETH AVE at W BIGELOW ST,18539
59,59,Outbound,NEWARK,ELIZABETH AVE,W PEDDIE ST,NEWARK - ELIZABETH AVE at W PEDDIE ST,18541
59,59,Outbound,NEWARK,ELIZABETH AVE,HAWTHORNE AVE,NEWARK - ELIZABETH AVE at HAWTHORNE AVE,18542
59,59,Outbound,NEWARK,ELIZABETH AVE,WATSON AVE,NEWARK - ELIZABETH AVE at WATSON AVE,18543
59,59,Outbound,NEWARK,ELIZABETH AVE,CUSTER AVE,NEWARK - ELIZABETH AVE at CUSTER AVE,18545
59,59,Outbound,NEWARK,ELIZABETH AVE,RENNER AVE,NEWARK - ELIZABETH AVE at RENNER AVE,18546
59,59,Outbound,NEWARK,ELIZABETH AVE,LEHIGH AVE,NEWARK - ELIZABETH AVE at LEHIGH AVE,18547
59,59,Outbound,NEWARK,ELIZABETH AVE,LYONS AVE,NEWARK - ELIZABETH AVE at LYONS AVE,18548
59,59,Outbound,NEWARK,ELIZABETH AVE,POMONA AVE,NEWARK - ELIZABETH AVE at POMONA AVE,18549
59,59,Outbound,NEWARK,ELIZABETH AVE,VASSAR AVE,NEWARK - ELIZABETH AVE at VASSAR AVE,18550
59,59,Outbound,NEWARK,ELIZABETH AVE,CHANCELLOR AVE,NEWARK - ELIZABETH AVE at CHANCELLOR AVE,18551
59,59,Outbound,NEWARK,ELIZABETH AVE,GRUMMAN AVE,NEWARK - ELIZABETH AVE at GRUMMAN AVE,18552
59,59,Outbound,NEWARK,LINCOLN PARK,HALSEY ST,NEWARK - LINCOLN PARK at HALSEY ST,18693
59,59,Outbound,NEWARK,LINCOLN PARK,WASHINGTON ST,NEWARK - LINCOLN PARK at WASHINGTON ST,18694
59,59,Inbound,NEWARK,PARK PL,RAYMOND BLVD,NEWARK - PARK PL at RAYMOND BLVD,18832
59,59,Inbound,NEWARK,SARAH VAUGHAN WAY (PARK PL),RECTOR ST,NEWARK - SARAH VAUGHAN WAY (PARK PL) at RECTOR ST,18887
59,59,Inbound,NEWARK,WASHINGTON ST,WASHINGTON PL,NEWARK - WASHINGTON ST at WASHINGTON PL,19076
59,59,Inbound,DUNELLEN,NORTH AVE,JACKSON AVE,DUNELLEN - NORTH AVE at JACKSON AVE,23009
59,59,Inbound,DUNELLEN,NORTH AVE,JEFFERSON AVE,DUNELLEN - NORTH AVE at JEFFERSON AVE,23010
59,59,Inbound,CRANFORD TWP,SOUTH AVE,LINCOLN AVE. WEST,CRANFORD TWP - SOUTH AVE at LINCOLN AVE. WEST,28494
59,59,Inbound,CRANFORD TWP,SOUTH AVE,CENTENNIAL AVE,CRANFORD TWP - SOUTH AVE at CENTENNIAL AVE,28496
59,59,Inbound,CRANFORD TWP,SOUTH AVE,LINCOLN AVE. EAST,CRANFORD TWP - SOUTH AVE at LINCOLN AVE. EAST,28497
59,59,Outbound,CRANFORD TWP,SOUTH AVE,LINCOLN AVE. EAST,CRANFORD TWP - SOUTH AVE at LINCOLN AVE. EAST,28498
59,59,Outbound,CRANFORD TWP,SOUTH AVE,CENTENNIAL AVE,CRANFORD TWP - SOUTH AVE at CENTENNIAL AVE,28499
59,59,Outbound,CRANFORD TWP,SOUTH AVE,LINCOLN AVE. WEST,CRANFORD TWP - SOUTH AVE at LINCOLN AVE. WEST,28501
59,59,Outbound,CRANFORD TWP,SOUTH AVE,LINCOLN AVE. WEST,CRANFORD TWP - SOUTH AVE at LINCOLN AVE. WEST,28501
59,59,Outbound,ELIZABETH,BROAD ST,WESTFIELD AVE,ELIZABETH - BROAD ST at WESTFIELD AVE,28546
59,59,Inbound,ELIZABETH,JERSEY AVE,STANDISH ST,ELIZABETH - JERSEY AVE at STANDISH ST,28657
59,59,Inbound,ELIZABETH,JERSEY AVE,ACME ST,ELIZABETH - JERSEY AVE at ACME ST,28658
59,59,Inbound,ELIZABETH,JERSEY AVE,GROVE ST,ELIZABETH - JERSEY AVE at GROVE ST,28661
59,59,Outbound,ELIZABETH,JERSEY AVE,GROVE ST,ELIZABETH - JERSEY AVE at GROVE ST,28662
59,59,Outbound,ELIZABETH,JERSEY AVE,BELLEVUE ST,ELIZABETH - JERSEY AVE at BELLEVUE ST,28664
59,59,Outbound,ELIZABETH,JERSEY AVE,STANDISH ST,ELIZABETH - JERSEY AVE at STANDISH ST,28665
59,59,Inbound,ELIZABETH,NORTH BROAD ST,CHESTNUT ST,ELIZABETH - NORTH BROAD ST at CHESTNUT ST,28725
59,59,Inbound,ELIZABETH,NORTH BROAD ST,MAGNOLIA AVE,ELIZABETH - NORTH BROAD ST at MAGNOLIA AVE,28726
59,59,Inbound,ELIZABETH,NORTH BROAD ST,MARY ST,ELIZABETH - NORTH BROAD ST at MARY ST,28727
59,59,Inbound,ELIZABETH,NORTH BROAD ST,FAIRMOUNT AVE,ELIZABETH - NORTH BROAD ST at FAIRMOUNT AVE,28729
59,59,Inbound,ELIZABETH,NORTH BROAD ST,WAVERLY PL,ELIZABETH - NORTH BROAD ST at WAVERLY PL,28730
59,59,Inbound,ELIZABETH,NORTH BROAD ST,NORTH AVE,ELIZABETH - NORTH BROAD ST at NORTH AVE,28731
59,59,Inbound,ELIZABETH,NORTH BROAD ST,COUNTRY CLUB LANE,ELIZABETH - NORTH BROAD ST at COUNTRY CLUB LANE,28732
59,59,Inbound,ELIZABETH,NORTH BROAD ST,KING ST,ELIZABETH - NORTH BROAD ST at KING ST,28733
59,59,Inbound,ELIZABETH,NORTH BROAD ST,CONCORD PL,ELIZABETH - NORTH BROAD ST at CONCORD PL,28734
59,59,Outbound,ELIZABETH,NORTH BROAD ST,KING ST,ELIZABETH - NORTH BROAD ST at KING ST,28735
59,59,Outbound,ELIZABETH,NORTH BROAD ST,WILDER ST,ELIZABETH - NORTH BROAD ST at WILDER ST,28736
59,59,Outbound,ELIZABETH,NORTH BROAD ST,NORTH AVE,ELIZABETH - NORTH BROAD ST at NORTH AVE,28737
59,59,Outbound,ELIZABETH,NORTH BROAD ST,DEWITT RD,ELIZABETH - NORTH BROAD ST at DEWITT RD,28738
59,59,Outbound,ELIZABETH,NORTH BROAD ST,SALEM AVE,ELIZABETH - NORTH BROAD ST at SALEM AVE,28739
59,59,Outbound,ELIZABETH,NORTH BROAD ST,PARKER RD,ELIZABETH - NORTH BROAD ST at PARKER RD,28740
59,59,Outbound,ELIZABETH,NORTH BROAD ST,PRINCE ST,ELIZABETH - NORTH BROAD ST at PRINCE ST,28741
59,59,Inbound,ELIZABETH,WEST JERSEY ST,DE HART PL,ELIZABETH - WEST JERSEY ST at DE HART PL,28835
59,59,Inbound,ELIZABETH,WEST JERSEY ST,CHILTON ST,ELIZABETH - WEST JERSEY ST at CHILTON ST,28836
59,59,Inbound,ELIZABETH,WEST JERSEY ST,CHERRY ST,ELIZABETH - WEST JERSEY ST at CHERRY ST,28837
59,59,Inbound,ELIZABETH,WEST JERSEY ST,PRICE ST,ELIZABETH - WEST JERSEY ST at PRICE ST,28838
59,59,Outbound,ELIZABETH,WEST JERSEY ST,PRICE ST,ELIZABETH - WEST JERSEY ST at PRICE ST,28839
59,59,Outbound,ELIZABETH,WEST JERSEY ST,CHERRY ST,ELIZABETH - WEST JERSEY ST at CHERRY ST,28840
59,59,Outbound,ELIZABETH,WEST JERSEY ST,CHILTON ST,ELIZABETH - WEST JERSEY ST at CHILTON ST,28841
59,59,Outbound,ELIZABETH,WEST JERSEY ST,DE HART PL,ELIZABETH - WEST JERSEY ST at DE HART PL,28842
59,59,Inbound,GARWOOD,SOUTH AVE,MAPLE ST (539' W ),GARWOOD - SOUTH AVE at MAPLE ST (539' W ),28892
59,59,Inbound,GARWOOD,SOUTH AVE,MAPLE ST,GARWOOD - SOUTH AVE at MAPLE ST,28893
59,59,Inbound,GARWOOD,SOUTH AVE,WEST ST,GARWOOD - SOUTH AVE at WEST ST,28894
59,59,Inbound,GARWOOD,SOUTH AVE,EAST ST,GARWOOD - SOUTH AVE at EAST ST,28896
59,59,Inbound,GARWOOD,SOUTH AVE,EAST ST,GARWOOD - SOUTH AVE at EAST ST,28896
59,59,Inbound,GARWOOD,SOUTH AVE,OAK ST,GARWOOD - SOUTH AVE at OAK ST,28897
59,59,Inbound,GARWOOD,SOUTH AVE,NEW ST (405' E ),GARWOOD - SOUTH AVE at NEW ST (405' E ),28898
59,59,Outbound,GARWOOD,SOUTH AVE,NEW ST,GARWOOD - SOUTH AVE at NEW ST,28899
59,59,Outbound,GARWOOD,SOUTH AVE,OAK ST,GARWOOD - SOUTH AVE at OAK ST,28900
59,59,Outbound,GARWOOD,SOUTH AVE,EAST ST,GARWOOD - SOUTH AVE at EAST ST,28901
59,59,Outbound,GARWOOD,SOUTH AVE,MAPLE ST,GARWOOD - SOUTH AVE at MAPLE ST,28903
59,59,Outbound,GARWOOD,NORTH AVE,WINSLOW PL,GARWOOD - NORTH AVE at WINSLOW PL,28909
59,59,Outbound,GARWOOD,NORTH AVE,WALNUT ST,GARWOOD - NORTH AVE at WALNUT ST,28911
59,59,Inbound,HILLSIDE TWP,NORTH BROAD ST,COE AVE,HILLSIDE TWP - NORTH BROAD ST at COE AVE,28956
59,59,Inbound,HILLSIDE TWP,N BROAD ST,MERTZ AVE,HILLSIDE TWP - N BROAD ST at MERTZ AVE,28958
59,59,Outbound,HILLSIDE TWP,N BROAD ST,MERTZ AVE,HILLSIDE TWP - N BROAD ST at MERTZ AVE,28959
59,59,Outbound,HILLSIDE TWP,NORTH BROAD ST,COE AVE,HILLSIDE TWP - NORTH BROAD ST at COE AVE,28961
59,59,Outbound,HILLSIDE TWP,NORTH BROAD ST,HURDEN ST,HILLSIDE TWP - NORTH BROAD ST at HURDEN ST,28962
59,59,Inbound,PLAINFIELD,EAST 5TH ST,WATCHUNG AVE,PLAINFIELD - EAST 5TH ST at WATCHUNG AVE,29178
59,59,Inbound,PLAINFIELD,EAST 5TH ST,ROOSEVELT AVE,PLAINFIELD - EAST 5TH ST at ROOSEVELT AVE,29179
59,59,Inbound,PLAINFIELD,EAST 5TH ST,RICHMOND ST,PLAINFIELD - EAST 5TH ST at RICHMOND ST,29180
59,59,Outbound,PLAINFIELD,EAST 5TH ST,RICHMOND ST,PLAINFIELD - EAST 5TH ST at RICHMOND ST,29181
59,59,Inbound,PLAINFIELD,WEST FRONT ST,ROCK AVE,PLAINFIELD - WEST FRONT ST at ROCK AVE,29198
59,59,Inbound,PLAINFIELD,WEST FRONT ST,DEKALB AVE,PLAINFIELD - WEST FRONT ST at DEKALB AVE,29199
59,59,Inbound,PLAINFIELD,WEST FRONT ST,CLINTON AVE,PLAINFIELD - WEST FRONT ST at CLINTON AVE,29200
59,59,Inbound,PLAINFIELD,WEST FRONT ST,MARINERS PL,PLAINFIELD - WEST FRONT ST at MARINERS PL,29201
59,59,Inbound,PLAINFIELD,WEST FRONT ST,COMPTON ST,PLAINFIELD - WEST FRONT ST at COMPTON ST,29202
59,59,Inbound,PLAINFIELD,WEST FRONT ST,GRANT AVE,PLAINFIELD - WEST FRONT ST at GRANT AVE,29203
59,59,Inbound,PLAINFIELD,WEST FRONT ST,WAYNEWOOD PK,PLAINFIELD - WEST FRONT ST at WAYNEWOOD PK,29204
59,59,Inbound,PLAINFIELD,WEST FRONT ST,PLAINFIELD AVE,PLAINFIELD - WEST FRONT ST at PLAINFIELD AVE,29205
59,59,Inbound,PLAINFIELD,WEST FRONT ST,NEW ST,PLAINFIELD - WEST FRONT ST at NEW ST,29206
59,59,Outbound,PLAINFIELD,EAST FRONT ST,WATCHUNG AVE,PLAINFIELD - EAST FRONT ST at WATCHUNG AVE,29232
59,59,Outbound,PLAINFIELD,EAST FRONT ST,SOMERSET ST (75' E ),PLAINFIELD - EAST FRONT ST at SOMERSET ST (75' E ),29233
59,59,Outbound,PLAINFIELD,WEST FRONT ST,MADISON AVE,PLAINFIELD - WEST FRONT ST at MADISON AVE,29234
59,59,Outbound,PLAINFIELD,WEST FRONT ST,GROVE ST,PLAINFIELD - WEST FRONT ST at GROVE ST,29235
59,59,Outbound,PLAINFIELD,WEST FRONT ST,WASHINGTON AVE,PLAINFIELD - WEST FRONT ST at WASHINGTON AVE,29236
59,59,Outbound,PLAINFIELD,WEST FRONT ST,GERAUD AVE,PLAINFIELD - WEST FRONT ST at GERAUD AVE,29237
59,59,Outbound,PLAINFIELD,WEST FRONT ST,WAYNEWOOD PK,PLAINFIELD - WEST FRONT ST at WAYNEWOOD PK,29238
59,59,Outbound,PLAINFIELD,WEST FRONT ST,WEST END AVE,PLAINFIELD - WEST FRONT ST at WEST END AVE,29239
59,59,Outbound,PLAINFIELD,WEST FRONT ST,COMPTON ST,PLAINFIELD - WEST FRONT ST at COMPTON ST,29240
59,59,Outbound,PLAINFIELD,WEST FRONT ST,MARINERS PL,PLAINFIELD - WEST FRONT ST at MARINERS PL,29241
59,59,Outbound,PLAINFIELD,WEST FRONT ST,CLINTON AVE,PLAINFIELD - WEST FRONT ST at CLINTON AVE,29242
59,59,Outbound,PLAINFIELD,WEST FRONT ST,DEKALB AVE,PLAINFIELD - WEST FRONT ST at DEKALB AVE,29243
59,59,Outbound,PLAINFIELD,WEST FRONT ST,ROCK AVE,PLAINFIELD - WEST FRONT ST at ROCK AVE,29244
59,59,Outbound,PLAINFIELD,WEST FRONT ST,JEFFERSON AVE,PLAINFIELD - WEST FRONT ST at JEFFERSON AVE,29245
59,59,Inbound,PLAINFIELD,GAVETT PL,NORTH AVE,PLAINFIELD - GAVETT PL at NORTH AVE,29250
59,59,Inbound,PLAINFIELD,NEW ST,WEST FRONT ST,PLAINFIELD - NEW ST at WEST FRONT ST,29256
59,59,Inbound,PLAINFIELD,RICHMOND ST,EAST 3RD ST,PLAINFIELD - RICHMOND ST at EAST 3RD ST,29290
59,59,Outbound,PLAINFIELD,RICHMOND ST,EAST 2ND ST,PLAINFIELD - RICHMOND ST at EAST 2ND ST,29291
59,59,Outbound,PLAINFIELD,RICHMOND ST,EAST 3RD ST,PLAINFIELD - RICHMOND ST at EAST 3RD ST,29292
59,59,Inbound,PLAINFIELD,WEST 2ND ST,CENTRAL AVE,PLAINFIELD - WEST 2ND ST at CENTRAL AVE,29293
59,59,Inbound,PLAINFIELD,WEST 2ND ST,PARK AVE,PLAINFIELD - WEST 2ND ST at PARK AVE,29294
59,59,Inbound,PLAINFIELD,EAST 2ND ST,RICHMOND ST,PLAINFIELD - EAST 2ND ST at RICHMOND ST,29295
59,59,Inbound,PLAINFIELD,EAST 2ND ST,BERCKMAN ST,PLAINFIELD - EAST 2ND ST at BERCKMAN ST,29296
59,59,Inbound,PLAINFIELD,EAST 2ND ST,JOHNSTON AVE,PLAINFIELD - EAST 2ND ST at JOHNSTON AVE,29297
59,59,Inbound,PLAINFIELD,EAST 2ND ST,NETHERWOOD AVE,PLAINFIELD - EAST 2ND ST at NETHERWOOD AVE,29298
59,59,Inbound,PLAINFIELD,EAST 2ND ST,LELAND AVE,PLAINFIELD - EAST 2ND ST at LELAND AVE,29299
59,59,Inbound,PLAINFIELD,EAST 2ND ST,REEVE TER,PLAINFIELD - EAST 2ND ST at REEVE TER,29300
59,59,Inbound,PLAINFIELD,EAST 2ND ST,PINE VIEW TER,PLAINFIELD - EAST 2ND ST at PINE VIEW TER,29301
59,59,Inbound,PLAINFIELD,EAST 2ND ST,TERRILL RD,PLAINFIELD - EAST 2ND ST at TERRILL RD,29302
59,59,Outbound,PLAINFIELD,EAST 2ND ST,TERRILL RD,PLAINFIELD - EAST 2ND ST at TERRILL RD,29303
59,59,Outbound,PLAINFIELD,EAST 2ND ST,PINE VIEW TER,PLAINFIELD - EAST 2ND ST at PINE VIEW TER,29304
59,59,Outbound,PLAINFIELD,EAST 2ND ST,LELAND AVE,PLAINFIELD - EAST 2ND ST at LELAND AVE,29306
59,59,Outbound,PLAINFIELD,EAST 2ND ST,NETHERWOOD AVE,PLAINFIELD - EAST 2ND ST at NETHERWOOD AVE,29307
59,59,Outbound,PLAINFIELD,EAST 2ND ST,JOHNSTON AVE,PLAINFIELD - EAST 2ND ST at JOHNSTON AVE,29308
59,59,Outbound,PLAINFIELD,EAST 2ND ST,BERCKMAN ST,PLAINFIELD - EAST 2ND ST at BERCKMAN ST,29309
59,59,Inbound,ROSELLE,1ST AVE,ALDENE RD,ROSELLE - 1ST AVE at ALDENE RD,29436
59,59,Inbound,ROSELLE,1ST AVE,AMSTERDAM AVE,ROSELLE - 1ST AVE at AMSTERDAM AVE,29437
59,59,Inbound,ROSELLE,1ST AVE,CLOVER ST,ROSELLE - 1ST AVE at CLOVER ST,29438
59,59,Inbound,ROSELLE,1ST AVE,VINE ST,ROSELLE - 1ST AVE at VINE ST,29439
59,59,Inbound,ROSELLE,1ST AVE,LAUREL ST,ROSELLE - 1ST AVE at LAUREL ST,29440
59,59,Outbound,ROSELLE,1ST AVE,LAUREL ST,ROSELLE - 1ST AVE at LAUREL ST,29441
59,59,Outbound,ROSELLE,1ST AVE,VINE ST,ROSELLE - 1ST AVE at VINE ST,29442
59,59,Outbound,ROSELLE,1ST AVE,CLOVER ST,ROSELLE - 1ST AVE at CLOVER ST,29443
59,59,Outbound,ROSELLE,1ST AVE,AMSTERDAM AVE,ROSELLE - 1ST AVE at AMSTERDAM AVE,29444
59,59,Outbound,ROSELLE,1ST AVE,ALDENE RD,ROSELLE - 1ST AVE at ALDENE RD,29445
59,59,Inbound,ROSELLE,2ND AVE,LOCUST ST,ROSELLE - 2ND AVE at LOCUST ST,29446
59,59,Inbound,ROSELLE,2ND AVE,WALNUT ST,ROSELLE - 2ND AVE at WALNUT ST,29448
59,59,Inbound,ROSELLE,2ND AVE,CHANDLER AVE,ROSELLE - 2ND AVE at CHANDLER AVE,29449
59,59,Inbound,ROSELLE,2ND AVE,HARRISON AVE,ROSELLE - 2ND AVE at HARRISON AVE,29450
59,59,Outbound,ROSELLE,2ND AVE,SHERIDAN AVE,ROSELLE - 2ND AVE at SHERIDAN AVE,29451
59,59,Outbound,ROSELLE,2ND AVE,MYRTLE ST,ROSELLE - 2ND AVE at MYRTLE ST,29452
59,59,Outbound,ROSELLE,2ND AVE,CHANDLER AVE,ROSELLE - 2ND AVE at CHANDLER AVE,29453
59,59,Outbound,ROSELLE,2ND AVE,WALNUT ST,ROSELLE - 2ND AVE at WALNUT ST,29454
59,59,Inbound,ROSELLE,3RD AVE,HAMILTON ST,ROSELLE - 3RD AVE at HAMILTON ST,29456
59,59,Inbound,ROSELLE,3RD AVE,PARK ST,ROSELLE - 3RD AVE at PARK ST,29457
59,59,Outbound,ROSELLE,3RD AVE,PARK ST,ROSELLE - 3RD AVE at PARK ST,29458
59,59,Outbound,ROSELLE,3RD AVE,PROSPECT ST,ROSELLE - 3RD AVE at PROSPECT ST,29459
59,59,Outbound,ROSELLE,3RD AVE,LINDEN RD,ROSELLE - 3RD AVE at LINDEN RD,29460
59,59,Inbound,SCOTCH PLAINS TWP,EAST 2ND ST,TERRILL RD,SCOTCH PLAINS TWP - EAST 2ND ST at TERRILL RD,29533
59,59,Inbound,SCOTCH PLAINS TWP,EAST 2ND ST,FARLEY AVE,SCOTCH PLAINS TWP - EAST 2ND ST at FARLEY AVE,29534
59,59,Inbound,SCOTCH PLAINS TWP,EAST 2ND ST,MYRTLE AVE,SCOTCH PLAINS TWP - EAST 2ND ST at MYRTLE AVE,29535
59,59,Outbound,SCOTCH PLAINS TWP,EAST 2ND ST,MYRTLE AVE,SCOTCH PLAINS TWP - EAST 2ND ST at MYRTLE AVE,29537
59,59,Outbound,SCOTCH PLAINS TWP,EAST 2ND ST,FARLEY AVE,SCOTCH PLAINS TWP - EAST 2ND ST at FARLEY AVE,29538
59,59,Inbound,SCOTCH PLAINS TWP,PLAINFIELD AVE,HAMLETTE PL,SCOTCH PLAINS TWP - PLAINFIELD AVE at HAMLETTE PL,29566
59,59,Inbound,SCOTCH PLAINS TWP,PLAINFIELD AVE,MORSE AVE,SCOTCH PLAINS TWP - PLAINFIELD AVE at MORSE AVE,29567
